Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),xg (g),yg (g),zg (g)
2383,1620295715180,0.02,-0.58,-0.578
2384,1620295715232,-0.04,-0.573,-0.554
2385,1620295715299,-0.01,-0.555,-0.567
2386,1620295715358,-0.01,-0.573,-0.552
2387,1620295715416,-0.15,-0.535,-0.541
2388,1620295715469,0.05,-0.564,-0.585
2389,1620295715532,-0.07,-0.571,-0.565
2390,1620295715583,-0.04,-0.555,-0.562
2391,1620295715648,-0.02,-0.572,-0.552
2392,1620295715704,-0.13,-0.546,-0.536
2393,1620295715764,0.03,-0.541,-0.573
2394,1620295715822,-0.03,-0.581,-0.574
2395,1620295715880,-0.02,-0.559,-0.573
2396,1620295715939,-0.02,-0.569,-0.569
2397,1620295715996,-0.13,-0.559,-0.531
2398,1620295716054,0.01,-0.536,-0.562
2399,1620295716112,-0.01,-0.578,-0.567
2400,1620295716171,-0.05,-0.558,-0.561
2401,1620295716228,0.01,-0.575,-0.587
2402,1620295716281,-0.13,-0.553,-0.541
2403,1620295716344,-0.07,-0.528,-0.554
2404,1620295716395,0.05,-0.581,-0.565
2405,1620295716461,-0.06,-0.568,-0.555
2406,1620295716518,0.05,-0.57,-0.587
2407,1620295716576,-0.07,-0.561,-0.55
2408,1620295716634,-0.13,-0.536,-0.547
2409,1620295716687,0.01,-0.567,-0.573
2410,1620295716748,-0.02,-0.572,-0.563
2411,1620295716799,0.01,-0.552,-0.581
2412,1620295716865,-0.02,-0.568,-0.556
2413,1620295716911,-0.13,-0.54,-0.541
2414,1620295716981,0.07,-0.561,-0.578
2415,1620295717034,-0.06,-0.575,-0.576
2416,1620295717095,-0.02,-0.55,-0.562
2417,1620295717148,-0.03,-0.568,-0.551
2418,1620295717213,-0.1,-0.551,-0.531
2419,1620295717263,0.01,-0.544,-0.576
2420,1620295717329,0.0,-0.588,-0.577
2421,1620295717381,-0.07,-0.545,-0.556
2422,1620295717445,-0.02,-0.565,-0.569
2423,1620295717498,-0.12,-0.548,-0.534
2424,1620295717563,-0.01,-0.545,-0.566
2425,1620295717614,0.03,-0.583,-0.571
2426,1620295717678,-0.07,-0.568,-0.548
2427,1620295717733,0.02,-0.56,-0.587
2428,1620295717793,-0.09,-0.53,-0.545
2429,1620295717849,-0.09,-0.53,-0.553
2430,1620295717909,0.03,-0.576,-0.576
2431,1620295717967,-0.04,-0.576,-0.556
2432,1620295718013,0.01,-0.551,-0.571
2433,1620295718080,-0.04,-0.565,-0.552
2434,1620295718129,-0.12,-0.545,-0.549
2435,1620295718195,0.01,-0.573,-0.576
2436,1620295718247,-0.07,-0.58,-0.555
2437,1620295718314,-0.05,-0.542,-0.553
2438,1620295718365,-0.03,-0.577,-0.548
2439,1620295718428,-0.09,-0.543,-0.54
2440,1620295718481,0.07,-0.552,-0.581
2441,1620295718544,-0.02,-0.583,-0.575
2442,1620295718596,-0.03,-0.556,-0.566
2443,1620295718665,-0.04,-0.578,-0.559
2444,1620295718713,-0.09,-0.548,-0.531
2445,1620295718779,0.0,-0.546,-0.57
2446,1620295718835,0.05,-0.591,-0.575
2447,1620295718895,-0.07,-0.556,-0.551
2448,1620295718947,0.0,-0.56,-0.57
2449,1620295719011,-0.14,-0.545,-0.542
2450,1620295719063,-0.03,-0.547,-0.568
2451,1620295719127,0.06,-0.58,-0.577
2452,1620295719179,-0.07,-0.57,-0.548
2453,1620295719243,0.0,-0.541,-0.572
2454,1620295719296,-0.05,-0.563,-0.556
2455,1620295719359,-0.05,-0.553,-0.559
2456,1620295719416,0.05,-0.547,-0.558
2457,1620295719475,-0.09,-0.524,-0.54
2458,1620295719529,-0.04,-0.537,-0.557
2459,1620295719580,0.0,-0.537,-0.525
2460,1620295719648,-0.06,-0.528,-0.528
2461,1620295719696,0.07,-0.576,-0.59
2462,1620295719764,-0.07,-0.575,-0.565
2463,1620295719813,-0.09,-0.53,-0.543
2464,1620295719880,-0.03,-0.568,-0.551
2465,1620295719936,-0.07,-0.554,-0.544
2466,1620295719996,0.06,-0.558,-0.582
2467,1620295720046,0.02,-0.587,-0.569
2468,1620295720113,-0.13,-0.542,-0.541
2469,1620295720164,0.0,-0.559,-0.567
2470,1620295720228,-0.07,-0.56,-0.565
2471,1620295720285,0.0,-0.555,-0.575
2472,1620295720344,-0.02,-0.581,-0.56
2473,1620295720401,-0.13,-0.555,-0.535
2474,1620295720459,0.01,-0.534,-0.567
2475,1620295720512,-0.02,-0.572,-0.559
2476,1620295720576,-0.02,-0.556,-0.568
2477,1620295720629,0.0,-0.58,-0.584
2478,1620295720692,-0.12,-0.548,-0.538
2479,1620295720750,-0.02,-0.53,-0.558
2480,1620295720807,0.0,-0.571,-0.57
2481,1620295720866,-0.05,-0.567,-0.563
2482,1620295720921,0.06,-0.567,-0.588
2483,1620295720981,-0.1,-0.546,-0.542
2484,1620295721039,-0.07,-0.535,-0.551
2485,1620295721096,0.02,-0.575,-0.568
2486,1620295721144,-0.02,-0.57,-0.56
2487,1620295721212,0.03,-0.56,-0.58
2488,1620295721270,-0.04,-0.567,-0.551
2489,1620295721328,-0.14,-0.543,-0.536
2490,1620295721386,0.03,-0.566,-0.578
2491,1620295721445,-0.06,-0.58,-0.567
2492,1620295721503,-0.03,-0.55,-0.567
2493,1620295721561,-0.03,-0.573,-0.552
2494,1620295721620,-0.1,-0.548,-0.532
2495,1620295721677,0.0,-0.547,-0.574
2496,1620295721735,-0.03,-0.583,-0.579
2497,1620295721794,-0.01,-0.556,-0.568
2498,1620295721852,-0.02,-0.575,-0.568
2499,1620295721910,-0.1,-0.558,-0.535
2500,1620295721968,-0.02,-0.533,-0.566
2501,1620295722027,-0.01,-0.569,-0.557
2502,1620295722082,-0.04,-0.544,-0.559
2503,1620295722142,0.01,-0.587,-0.584
2504,1620295722197,-0.09,-0.561,-0.541
2505,1620295722259,-0.04,-0.535,-0.562
2506,1620295722316,0.02,-0.568,-0.555
2507,1620295722375,-0.07,-0.57,-0.552
2508,1620295722432,0.08,-0.576,-0.591
2509,1620295722490,-0.1,-0.562,-0.561
2510,1620295722546,-0.12,-0.531,-0.547
2511,1620295722601,-0.01,-0.532,-0.532
2512,1620295722665,-0.05,-0.523,-0.521
2513,1620295722722,0.08,-0.536,-0.556
2514,1620295722781,-0.02,-0.547,-0.547
2515,1620295722837,-0.14,-0.508,-0.521
2516,1620295722895,-0.02,-0.524,-0.543
2517,1620295722949,-0.07,-0.524,-0.538
2518,1620295723013,0.03,-0.554,-0.578
2519,1620295723071,-0.01,-0.591,-0.571
2520,1620295723130,-0.1,-0.549,-0.538
2521,1620295723183,-0.01,-0.546,-0.571
2522,1620295723247,-0.1,-0.553,-0.55
2523,1620295723304,-0.04,-0.542,-0.57
2524,1620295723362,0.05,-0.592,-0.577
2525,1620295723414,-0.07,-0.568,-0.55
2526,1620295723477,-0.02,-0.551,-0.564
2527,1620295723537,-0.06,-0.56,-0.551
2528,1620295723595,-0.09,-0.546,-0.551
2529,1620295723645,0.05,-0.581,-0.586
2530,1620295723710,-0.07,-0.572,-0.552
2531,1620295723762,0.0,-0.55,-0.568
2532,1620295723827,-0.01,-0.57,-0.555
2533,1620295723885,-0.12,-0.548,-0.55
2534,1620295723941,0.08,-0.57,-0.588
2535,1620295724000,-0.07,-0.581,-0.565
2536,1620295724060,-0.06,-0.545,-0.553
2537,1620295724113,-0.04,-0.565,-0.555
2538,1620295724175,-0.07,-0.553,-0.541
2539,1620295724233,0.06,-0.548,-0.581
2540,1620295724290,0.0,-0.589,-0.576
2541,1620295724349,-0.1,-0.54,-0.542
2542,1620295724407,-0.03,-0.558,-0.57
2543,1620295724465,-0.07,-0.548,-0.544
2544,1620295724522,0.01,-0.553,-0.57
2545,1620295724578,0.02,-0.593,-0.575
2546,1620295724638,-0.12,-0.555,-0.533
2547,1620295724695,0.0,-0.542,-0.569
2548,1620295724745,-0.04,-0.567,-0.563
2549,1620295724812,-0.03,-0.553,-0.573
2550,1620295724869,0.02,-0.583,-0.582
2551,1620295724927,-0.1,-0.563,-0.538
2552,1620295724978,-0.02,-0.54,-0.558
2553,1620295725043,0.01,-0.572,-0.557
2554,1620295725094,-0.04,-0.572,-0.561
2555,1620295725159,0.06,-0.575,-0.592
2556,1620295725214,-0.13,-0.565,-0.542
2557,1620295725276,-0.07,-0.528,-0.55
2558,1620295725330,-0.01,-0.574,-0.56
2559,1620295725392,-0.02,-0.567,-0.555
2560,1620295725447,0.06,-0.57,-0.587
2561,1620295725508,-0.03,-0.575,-0.564
2562,1620295725562,-0.14,-0.53,-0.544
2563,1620295725625,-0.04,-0.556,-0.569
2564,1620295725679,-0.05,-0.556,-0.553
2565,1620295725740,0.06,-0.557,-0.584
2566,1620295725795,0.01,-0.585,-0.574
2567,1620295725843,-0.12,-0.547,-0.535
2568,1620295725910,0.02,-0.55,-0.577
2569,1620295725961,-0.06,-0.563,-0.569
2570,1620295726025,0.0,-0.556,-0.576
2571,1620295726079,-0.02,-0.576,-0.562
2572,1620295726145,-0.13,-0.561,-0.53
2573,1620295726199,0.01,-0.536,-0.565
2574,1620295726260,0.0,-0.586,-0.577
2575,1620295726312,-0.06,-0.563,-0.549
2576,1620295726375,0.0,-0.553,-0.58
2577,1620295726431,-0.12,-0.553,-0.543
2578,1620295726491,-0.06,-0.534,-0.562
2579,1620295726546,0.05,-0.584,-0.578
2580,1620295726608,-0.04,-0.567,-0.552
2581,1620295726660,-0.01,-0.55,-0.577
2582,1620295726724,-0.06,-0.557,-0.558
2583,1620295726777,-0.13,-0.528,-0.547
2584,1620295726840,0.03,-0.576,-0.58
2585,1620295726894,-0.04,-0.581,-0.551
2586,1620295726957,-0.01,-0.556,-0.567
2587,1620295727009,0.0,-0.575,-0.546
2588,1620295727073,-0.13,-0.547,-0.541
2589,1620295727130,0.08,-0.567,-0.589
2590,1620295727174,-0.07,-0.578,-0.572
2591,1620295727242,-0.06,-0.545,-0.556
2592,1620295727299,-0.05,-0.561,-0.556
2593,1620295727359,-0.12,-0.551,-0.54
2594,1620295727410,0.06,-0.546,-0.58
2595,1620295727478,0.01,-0.586,-0.576
2596,1620295727534,-0.09,-0.549,-0.549
2597,1620295727593,-0.04,-0.563,-0.566
2598,1620295727642,-0.1,-0.552,-0.543
2599,1620295727710,0.02,-0.538,-0.571
2600,1620295727762,0.03,-0.594,-0.577
2601,1620295727826,-0.12,-0.547,-0.536
2602,1620295727879,-0.01,-0.538,-0.573
2603,1620295727942,-0.06,-0.552,-0.549
2604,1620295728000,-0.06,-0.543,-0.557
2605,1620295728058,0.05,-0.588,-0.587
2606,1620295728115,-0.05,-0.573,-0.55
2607,1620295728174,-0.01,-0.545,-0.567
2608,1620295728233,-0.04,-0.564,-0.552
2609,1620295728291,-0.13,-0.545,-0.55
2610,1620295728342,0.05,-0.567,-0.591
2611,1620295728407,-0.07,-0.574,-0.568
2612,1620295728465,-0.05,-0.543,-0.56
2613,1620295728523,-0.02,-0.571,-0.557
2614,1620295728580,-0.1,-0.547,-0.546
2615,1620295728639,0.05,-0.556,-0.584
2616,1620295728694,-0.04,-0.582,-0.577
2617,1620295728755,-0.03,-0.552,-0.56
2618,1620295728810,-0.03,-0.579,-0.559
2619,1620295728872,-0.1,-0.553,-0.538
2620,1620295728926,0.01,-0.547,-0.57
2621,1620295728986,0.03,-0.59,-0.579
2622,1620295729045,-0.07,-0.553,-0.551
2623,1620295729102,-0.02,-0.562,-0.57
2624,1620295729162,-0.13,-0.546,-0.543
2625,1620295729213,-0.02,-0.54,-0.567
2626,1620295729278,0.05,-0.578,-0.575
2627,1620295729328,-0.07,-0.576,-0.548
2628,1620295729393,0.03,-0.557,-0.58
2629,1620295729447,-0.1,-0.553,-0.546
2630,1620295729510,-0.06,-0.544,-0.548
2631,1620295729560,0.01,-0.571,-0.577
2632,1620295729625,-0.06,-0.572,-0.559
2633,1620295729679,0.0,-0.542,-0.569
2634,1620295729727,-0.01,-0.576,-0.549
2635,1620295729794,-0.09,-0.551,-0.548
2636,1620295729849,0.08,-0.567,-0.588
2637,1620295729914,-0.05,-0.575,-0.562
2638,1620295729973,-0.05,-0.538,-0.557
2639,1620295730030,-0.04,-0.576,-0.553
2640,1620295730088,-0.07,-0.547,-0.54
2641,1620295730145,0.05,-0.56,-0.576
2642,1620295730195,0.01,-0.587,-0.572
2643,1620295730262,-0.12,-0.536,-0.551
2644,1620295730310,-0.02,-0.56,-0.565
2645,1620295730379,-0.13,-0.547,-0.538
2646,1620295730436,0.01,-0.553,-0.572
2647,1620295730494,0.05,-0.591,-0.583
2648,1620295730553,-0.12,-0.563,-0.536
2649,1620295730609,0.0,-0.537,-0.569
2650,1620295730668,-0.05,-0.567,-0.563
2651,1620295730726,-0.02,-0.564,-0.572
2652,1620295730779,0.01,-0.582,-0.586
2653,1620295730842,-0.09,-0.561,-0.542
2654,1620295730895,-0.02,-0.54,-0.561
2655,1620295730958,-0.02,-0.567,-0.562
2656,1620295731017,-0.06,-0.557,-0.556
2657,1620295731074,0.06,-0.573,-0.586
2658,1620295731129,-0.1,-0.567,-0.548
2659,1620295731191,-0.1,-0.538,-0.556
2660,1620295731248,0.0,-0.572,-0.557
2661,1620295731307,-0.06,-0.552,-0.552
2662,1620295731364,0.07,-0.575,-0.59
2663,1620295731422,-0.06,-0.572,-0.564
2664,1620295731480,-0.14,-0.537,-0.545
2665,1620295731539,-0.01,-0.566,-0.565
2666,1620295731596,-0.07,-0.549,-0.547
2667,1620295731655,0.07,-0.557,-0.586
2668,1620295731711,0.0,-0.586,-0.57
2669,1620295731770,-0.13,-0.545,-0.534
2670,1620295731827,0.01,-0.545,-0.572
2671,1620295731885,-0.05,-0.572,-0.568
2672,1620295731943,0.0,-0.557,-0.571
2673,1620295732001,-0.02,-0.579,-0.563
2674,1620295732059,-0.1,-0.555,-0.532
2675,1620295732118,-0.01,-0.535,-0.568
2676,1620295732176,-0.01,-0.581,-0.571
2677,1620295732234,-0.03,-0.552,-0.567
2678,1620295732291,0.01,-0.586,-0.582
2679,1620295732351,-0.12,-0.552,-0.541
2680,1620295732408,-0.03,-0.533,-0.562
2681,1620295732466,0.03,-0.576,-0.56
2682,1620295732524,-0.04,-0.563,-0.562
2683,1620295732577,0.08,-0.576,-0.596
2684,1620295732640,-0.12,-0.556,-0.555
2685,1620295732698,-0.13,-0.528,-0.548
2686,1620295732755,0.01,-0.567,-0.57
2687,1620295732813,-0.03,-0.579,-0.561
2688,1620295732858,0.03,-0.561,-0.575
2689,1620295732924,-0.01,-0.569,-0.551
2690,1620295732976,-0.12,-0.545,-0.54
2691,1620295733044,0.01,-0.563,-0.576
2692,1620295733091,-0.06,-0.578,-0.571
2693,1620295733160,-0.03,-0.548,-0.562
2694,1620295733208,-0.04,-0.582,-0.553
2695,1620295733276,-0.1,-0.553,-0.533
2696,1620295733325,0.01,-0.54,-0.58
2697,1620295733392,0.0,-0.582,-0.573
2698,1620295733442,-0.07,-0.552,-0.552
2699,1620295733509,-0.02,-0.577,-0.566
2700,1620295733559,-0.12,-0.548,-0.533
2701,1620295733625,-0.02,-0.528,-0.562
2702,1620295733677,0.03,-0.585,-0.575
2703,1620295733742,-0.07,-0.566,-0.557
2704,1620295733793,0.03,-0.566,-0.58
2705,1620295733857,-0.13,-0.548,-0.544
2706,1620295733908,-0.06,-0.538,-0.564
2707,1620295733973,0.05,-0.577,-0.581
2708,1620295734026,-0.04,-0.576,-0.562
2709,1620295734089,0.01,-0.548,-0.567
2710,1620295734143,-0.03,-0.567,-0.554
2711,1620295734205,-0.09,-0.547,-0.551
2712,1620295734259,0.06,-0.57,-0.591
2713,1620295734310,-0.07,-0.568,-0.56
2714,1620295734376,-0.05,-0.54,-0.568
2715,1620295734424,-0.03,-0.574,-0.547
2716,1620295734492,-0.07,-0.544,-0.537
2717,1620295734548,0.07,-0.564,-0.587
2718,1620295734608,-0.03,-0.585,-0.574
2719,1620295734659,-0.03,-0.548,-0.562
2720,1620295734727,-0.02,-0.564,-0.555
2721,1620295734776,-0.12,-0.545,-0.536
2722,1620295734843,0.0,-0.549,-0.578
2723,1620295734892,0.03,-0.588,-0.581
2724,1620295734959,-0.1,-0.553,-0.545
2725,1620295735007,-0.02,-0.536,-0.555
2726,1620295735075,-0.13,-0.523,-0.521
2727,1620295735125,0.0,-0.506,-0.552
2728,1620295735191,0.03,-0.587,-0.571
2729,1620295735249,-0.1,-0.568,-0.54
2730,1620295735306,0.0,-0.542,-0.57
2731,1620295735360,-0.04,-0.576,-0.555
2732,1620295735423,-0.04,-0.549,-0.56
2733,1620295735477,0.02,-0.584,-0.586
2734,1620295735539,-0.1,-0.568,-0.542
2735,1620295735596,-0.03,-0.546,-0.562
2736,1620295735654,0.01,-0.575,-0.551
2737,1620295735712,-0.07,-0.559,-0.552
2738,1620295735761,0.07,-0.579,-0.593
2739,1620295735823,-0.09,-0.565,-0.553
2740,1620295735876,-0.12,-0.535,-0.542
2741,1620295735944,-0.02,-0.57,-0.552
2742,1620295736000,-0.05,-0.557,-0.548
2743,1620295736060,0.09,-0.566,-0.583
2744,1620295736118,-0.01,-0.585,-0.57
2745,1620295736174,-0.13,-0.546,-0.542
2746,1620295736224,-0.02,-0.552,-0.564
2747,1620295736293,-0.12,-0.56,-0.542
2748,1620295736345,0.07,-0.533,-0.581
2749,1620295736408,0.01,-0.588,-0.576
2750,1620295736459,-0.1,-0.555,-0.531
2751,1620295736524,0.0,-0.54,-0.568
2752,1620295736577,-0.03,-0.574,-0.572
2753,1620295736641,-0.01,-0.555,-0.57
2754,1620295736689,0.0,-0.582,-0.583
2755,1620295736756,-0.1,-0.552,-0.54
2756,1620295736808,-0.02,-0.527,-0.556
2757,1620295736872,0.01,-0.575,-0.564
2758,1620295736925,-0.06,-0.562,-0.557
2759,1620295736988,0.03,-0.575,-0.589
2760,1620295737041,-0.1,-0.547,-0.542
2761,1620295737104,-0.1,-0.538,-0.555
2762,1620295737157,0.02,-0.573,-0.568
2763,1620295737207,-0.03,-0.575,-0.551
2764,1620295737273,0.02,-0.561,-0.58
2765,1620295737325,-0.06,-0.566,-0.552
2766,1620295737390,-0.13,-0.538,-0.541
2767,1620295737446,0.01,-0.564,-0.578
2768,1620295737509,-0.06,-0.587,-0.563
2769,1620295737562,-0.02,-0.549,-0.573
2770,1620295737625,-0.02,-0.583,-0.555
2771,1620295737678,-0.1,-0.543,-0.538
2772,1620295737741,0.05,-0.544,-0.583
2773,1620295737791,-0.03,-0.58,-0.578
2774,1620295737857,-0.02,-0.551,-0.571
2775,1620295737909,-0.02,-0.576,-0.563
2776,1620295737974,-0.1,-0.551,-0.532
2777,1620295738028,-0.01,-0.538,-0.569
2778,1620295738090,-0.02,-0.568,-0.563
2779,1620295738141,-0.04,-0.553,-0.566
2780,1620295738207,0.03,-0.586,-0.583
2781,1620295738259,-0.1,-0.563,-0.542
2782,1620295738323,-0.02,-0.543,-0.556
2783,1620295738378,0.01,-0.568,-0.56
2784,1620295738440,-0.06,-0.57,-0.556
2785,1620295738493,0.07,-0.575,-0.591
2786,1620295738555,-0.13,-0.557,-0.546
2787,1620295738609,-0.07,-0.531,-0.547
2788,1620295738672,-0.02,-0.568,-0.558
2789,1620295738730,-0.03,-0.571,-0.558
2790,1620295738787,0.06,-0.543,-0.571
2791,1620295738845,-0.05,-0.581,-0.565
2792,1620295738904,-0.13,-0.534,-0.539
2793,1620295738958,-0.03,-0.561,-0.563
2794,1620295739022,-0.05,-0.568,-0.55
2795,1620295739077,0.06,-0.55,-0.585
2796,1620295739135,0.0,-0.591,-0.563
2797,1620295739194,-0.13,-0.546,-0.533
2798,1620295739248,0.01,-0.552,-0.572
2799,1620295739310,-0.02,-0.576,-0.571
2800,1620295739368,-0.02,-0.56,-0.577
2801,1620295739425,0.0,-0.578,-0.564
2802,1620295739481,-0.13,-0.546,-0.537
2803,1620295739540,0.0,-0.539,-0.568
2804,1620295739594,0.01,-0.588,-0.571
2805,1620295739656,-0.07,-0.572,-0.547
2806,1620295739708,0.03,-0.553,-0.579
2807,1620295739772,-0.13,-0.548,-0.547
2808,1620295739826,-0.02,-0.545,-0.563
2809,1620295739888,0.05,-0.581,-0.576
2810,1620295739941,-0.06,-0.575,-0.549
2811,1620295740004,-0.01,-0.545,-0.574
2812,1620295740059,-0.06,-0.565,-0.553
2813,1620295740120,-0.1,-0.537,-0.544
2814,1620295740172,0.02,-0.574,-0.583
2815,1620295740224,-0.06,-0.573,-0.55
2816,1620295740294,-0.05,-0.549,-0.564
2817,1620295740348,0.0,-0.572,-0.547
2818,1620295740410,-0.1,-0.545,-0.546
2819,1620295740468,0.07,-0.568,-0.584
2820,1620295740526,-0.05,-0.567,-0.574
2821,1620295740584,-0.09,-0.544,-0.549
2822,1620295740642,-0.03,-0.564,-0.555
2823,1620295740701,-0.09,-0.555,-0.544
2824,1620295740758,0.05,-0.552,-0.578
2825,1620295740816,0.01,-0.589,-0.573
2826,1620295740874,-0.09,-0.552,-0.545
2827,1620295740932,-0.02,-0.553,-0.568
2828,1620295740990,-0.13,-0.554,-0.542
2829,1620295741048,0.02,-0.546,-0.573
2830,1620295741104,0.0,-0.595,-0.57
2831,1620295741163,-0.1,-0.564,-0.531
2832,1620295741222,-0.02,-0.539,-0.561
2833,1620295741280,-0.05,-0.564,-0.556
2834,1620295741339,-0.04,-0.552,-0.559
2835,1620295741396,0.02,-0.585,-0.585
2836,1620295741453,-0.07,-0.56,-0.544
2837,1620295741512,-0.02,-0.546,-0.563
2838,1620295741569,0.0,-0.571,-0.555
2839,1620295741628,-0.09,-0.557,-0.552
2840,1620295741685,0.09,-0.579,-0.591
2841,1620295741744,-0.12,-0.558,-0.557
2842,1620295741802,-0.1,-0.535,-0.545
2843,1620295741860,-0.01,-0.559,-0.558
2844,1620295741918,-0.05,-0.562,-0.547
2845,1620295741975,0.09,-0.563,-0.584
2846,1620295742034,-0.02,-0.588,-0.568
2847,1620295742093,-0.1,-0.546,-0.541
2848,1620295742151,-0.04,-0.554,-0.564
2849,1620295742209,-0.1,-0.552,-0.548
2850,1620295742267,0.07,-0.549,-0.582
2851,1620295742324,0.01,-0.597,-0.574
2852,1620295742382,-0.1,-0.546,-0.533
2853,1620295742439,0.0,-0.548,-0.57
2854,1620295742498,-0.02,-0.573,-0.568
2855,1620295742556,-0.02,-0.554,-0.572
2856,1620295742613,0.01,-0.583,-0.572
2857,1620295742672,-0.1,-0.551,-0.535
2858,1620295742730,-0.02,-0.545,-0.556
2859,1620295742787,0.01,-0.569,-0.566
2860,1620295742846,-0.06,-0.567,-0.563
2861,1620295742903,0.06,-0.567,-0.588
2862,1620295742961,-0.14,-0.551,-0.541
2863,1620295743020,-0.06,-0.537,-0.552
2864,1620295743076,0.0,-0.571,-0.562
2865,1620295743135,-0.03,-0.577,-0.56
2866,1620295743192,0.01,-0.561,-0.58
2867,1620295743251,-0.05,-0.566,-0.558
2868,1620295743309,-0.12,-0.533,-0.542
2869,1620295743366,0.02,-0.543,-0.551
2870,1620295743425,-0.05,-0.575,-0.566
2871,1620295743483,-0.04,-0.508,-0.546
2872,1620295743541,-0.04,-0.543,-0.533
2873,1620295743600,-0.09,-0.511,-0.508
2874,1620295743656,0.06,-0.521,-0.564
2875,1620295743715,-0.04,-0.551,-0.552
2876,1620295743774,-0.03,-0.558,-0.567
2877,1620295743832,-0.01,-0.572,-0.565
2878,1620295743890,-0.13,-0.545,-0.535
2879,1620295743948,0.01,-0.549,-0.573
2880,1620295744006,-0.01,-0.568,-0.575
2881,1620295744064,-0.06,-0.556,-0.559
2882,1620295744122,0.01,-0.573,-0.579
2883,1620295744180,-0.14,-0.556,-0.539
2884,1620295744238,-0.02,-0.535,-0.565
2885,1620295744295,0.02,-0.572,-0.567
2886,1620295744353,-0.05,-0.579,-0.552
2887,1620295744411,0.06,-0.569,-0.587
2888,1620295744469,-0.1,-0.56,-0.547
2889,1620295744528,-0.07,-0.534,-0.554
2890,1620295744585,0.01,-0.576,-0.58
2891,1620295744643,-0.05,-0.577,-0.557
2892,1620295744701,0.0,-0.542,-0.565
2893,1620295744758,0.01,-0.572,-0.549
2894,1620295744816,-0.09,-0.555,-0.547
2895,1620295744874,0.07,-0.573,-0.593
2896,1620295744932,-0.06,-0.569,-0.561
2897,1620295744989,-0.1,-0.542,-0.548
2898,1620295745048,-0.03,-0.556,-0.558
2899,1620295745106,-0.07,-0.558,-0.545
2900,1620295745164,0.08,-0.559,-0.59
2901,1620295745221,0.01,-0.582,-0.577
2902,1620295745280,-0.12,-0.537,-0.535
2903,1620295745337,-0.02,-0.549,-0.569
2904,1620295745396,-0.09,-0.561,-0.555
2905,1620295745453,0.01,-0.548,-0.583
2906,1620295745512,-0.01,-0.593,-0.566
2907,1620295745570,-0.1,-0.563,-0.535
2908,1620295745628,-0.01,-0.535,-0.571
2909,1620295745687,-0.06,-0.563,-0.553
2910,1620295745745,-0.04,-0.543,-0.572
2911,1620295745802,0.02,-0.59,-0.579
2912,1620295745861,-0.07,-0.563,-0.544
2913,1620295745919,-0.02,-0.547,-0.565
2914,1620295745977,-0.02,-0.57,-0.555
2915,1620295746036,-0.07,-0.544,-0.551
2916,1620295746093,0.08,-0.58,-0.59
2917,1620295746152,-0.09,-0.568,-0.56
2918,1620295746210,-0.06,-0.547,-0.558
2919,1620295746267,0.0,-0.568,-0.55
2920,1620295746325,-0.07,-0.547,-0.548
2921,1620295746383,0.08,-0.573,-0.588
2922,1620295746441,-0.06,-0.582,-0.57
2923,1620295746500,-0.09,-0.542,-0.544
2924,1620295746558,-0.04,-0.556,-0.556
2925,1620295746616,-0.1,-0.56,-0.538
2926,1620295746673,0.06,-0.552,-0.586
2927,1620295746731,0.01,-0.595,-0.58
2928,1620295746789,-0.1,-0.54,-0.538
2929,1620295746848,-0.01,-0.553,-0.572
2930,1620295746906,-0.07,-0.567,-0.555
2931,1620295746964,-0.02,-0.55,-0.578
2932,1620295747022,0.01,-0.592,-0.574
2933,1620295747079,-0.1,-0.558,-0.539
2934,1620295747138,-0.03,-0.548,-0.562
2935,1620295747196,-0.03,-0.563,-0.555
2936,1620295747255,-0.09,-0.547,-0.558
2937,1620295747312,0.06,-0.587,-0.587
2938,1620295747370,-0.07,-0.567,-0.552
2939,1620295747429,-0.02,-0.541,-0.557
2940,1620295747486,-0.02,-0.561,-0.552
2941,1620295747545,-0.13,-0.551,-0.551
2942,1620295747603,0.08,-0.575,-0.59
2943,1620295747661,-0.09,-0.577,-0.561
2944,1620295747720,-0.06,-0.542,-0.551
2945,1620295747778,-0.02,-0.562,-0.55
2946,1620295747835,-0.06,-0.556,-0.54
2947,1620295747893,0.07,-0.533,-0.581
2948,1620295747951,0.0,-0.58,-0.572
2949,1620295748009,-0.1,-0.546,-0.54
2950,1620295748067,-0.04,-0.552,-0.562
2951,1620295748126,-0.07,-0.558,-0.546
2952,1620295748182,0.05,-0.545,-0.577
2953,1620295748239,0.02,-0.594,-0.574
2954,1620295748298,-0.12,-0.557,-0.536
2955,1620295748356,-0.01,-0.544,-0.572
2956,1620295748415,-0.06,-0.558,-0.554
2957,1620295748473,-0.03,-0.551,-0.57
2958,1620295748531,0.02,-0.589,-0.58
2959,1620295748589,-0.1,-0.561,-0.543
2960,1620295748646,0.0,-0.539,-0.563
2961,1620295748705,-0.02,-0.563,-0.558
2962,1620295748763,-0.09,-0.565,-0.557
2963,1620295748820,0.07,-0.575,-0.593
2964,1620295748879,-0.13,-0.557,-0.546
2965,1620295748936,-0.07,-0.531,-0.551
2966,1620295748995,-0.01,-0.573,-0.55
2967,1620295749054,-0.03,-0.57,-0.55
2968,1620295749111,0.07,-0.572,-0.594
2969,1620295749169,-0.06,-0.578,-0.566
2970,1620295749227,-0.13,-0.533,-0.543
